,TOTUSJH,TOTUSJZ,SAVNCPP,USFLUX,ABSNJZH,TOTPOT,SIZE_ACR,NACR,MEANPOT,SIZE,MEANJZH,SHRGT45,MEANSHR,MEANJZD,MEANALP,MEANGBT,MEANGAM,MEANGBZ,MEANGBH,R_VALUE,T_REC,DATE
hmi.sharp_cea_720s[377][2011.02.15_19:12:00_TAI],3160.573,55288830000000.0,33605390000000.0,2.7824e+22,1026.863,8.387031e+23,2011.737793,23471,14425.14,10055.345703,0.02345561,55.822,50.018,0.20313579,0.04790414,94.547,57.149,104.793,66.68,4.878,2011.02.15_19:12:00_TAI,15020.8
hmi.sharp_cea_720s[377][2011.02.15_19:24:00_TAI],3120.345,54723890000000.0,34375590000000.0,2.779429e+22,1043.13,8.390749e+23,2013.103027,23487,14325.84,10050.172852,0.02365266,56.398,50.166,0.23814195,0.04891367,92.7,57.324,103.219,65.679,4.852,2011.02.15_19:24:00_TAI,15020.808333333332
hmi.sharp_cea_720s[377][2011.02.15_19:36:00_TAI],3128.045,54781790000000.0,35054900000000.0,2.772053e+22,1050.72,8.359424e+23,2011.650635,23470,14300.89,10050.796875,0.02387296,55.924,50.074,0.25693613,0.04965873,92.548,57.257,102.784,65.855,4.857,2011.02.15_19:36:00_TAI,15020.816666666668
hmi.sharp_cea_720s[377][2011.02.15_19:48:00_TAI],3125.186,54941390000000.0,35145090000000.0,2.775167e+22,1035.818,8.352747e+23,2006.515503,23410,14284.6,10038.834961,0.02352636,55.551,49.866,0.22732456,0.04915767,92.703,57.122,102.762,66.077,4.798,2011.02.15_19:48:00_TAI,15020.825
hmi.sharp_cea_720s[377][2011.02.15_20:00:00_TAI],3157.271,55459500000000.0,34032460000000.0,2.758894e+22,1021.839,8.334764e+23,2014.839966,23507,14425.53,10032.115234,0.02348784,55.523,50.004,0.22556005,0.04883626,93.066,57.143,103.388,66.804,4.835,2011.02.15_20:00:00_TAI,15020.833333333334
hmi.sharp_cea_720s[377][2011.02.15_20:12:00_TAI],3155.34,55548360000000.0,36758150000000.0,2.780958e+22,1051.783,8.292426e+23,1997.874023,23309,14274.16,10026.740234,0.02404516,55.006,49.631,0.2229657,0.05003605,93.535,56.776,103.401,66.552,4.855,2011.02.15_20:12:00_TAI,15020.841666666667
hmi.sharp_cea_720s[377][2011.02.15_20:24:00_TAI],3170.648,55591290000000.0,37706330000000.0,2.776072e+22,1058.686,8.306276e+23,2004.404053,23385,14305.53,10027.505859,0.02421514,55.452,49.552,0.26012948,0.05054148,93.616,56.812,103.306,66.801,4.913,2011.02.15_20:24:00_TAI,15020.85
hmi.sharp_cea_720s[377][2011.02.15_20:36:00_TAI],3192.281,56007560000000.0,33457560000000.0,2.771298e+22,1010.681,8.339903e+23,2003.565552,23375,14484.7,10014.742188,0.02331336,55.738,49.728,0.23688324,0.04804972,94.343,56.937,104.413,67.679,4.876,2011.02.15_20:36:00_TAI,15020.858333333334
hmi.sharp_cea_720s[377][2011.02.15_20:48:00_TAI],3211.929,56421680000000.0,31828330000000.0,2.787132e+22,1008.391,8.356101e+23,2002.636108,23364,14529.92,10006.066406,0.02328686,55.688,49.678,0.24005161,0.04749385,95.209,56.823,105.461,68.2,4.865,2011.02.15_20:48:00_TAI,15020.866666666667
hmi.sharp_cea_720s[377][2011.02.15_21:00:00_TAI],3207.964,56139680000000.0,30680940000000.0,2.791275e+22,984.944,8.340084e+23,1985.945557,23169,14549.44,9996.071289,0.0228197,55.524,49.599,0.30083811,0.04607144,95.317,56.874,105.505,68.584,4.815,2011.02.15_21:00:00_TAI,15020.875
hmi.sharp_cea_720s[377][2011.02.15_21:12:00_TAI],3255.931,56492800000000.0,30071790000000.0,2.802139e+22,988.284,8.378356e+23,1993.772217,23260,14717.82,9989.089844,0.02305572,55.577,49.577,0.27990443,0.04577955,96.51,56.753,107.134,69.088,4.817,2011.02.15_21:12:00_TAI,15020.883333333333
hmi.sharp_cea_720s[377][2011.02.15_21:24:00_TAI],3278.616,56910280000000.0,31513120000000.0,2.809931e+22,1002.196,8.386967e+23,1998.430054,23314,14767.06,9985.463867,0.0234355,55.458,49.453,0.23654786,0.04611909,97.218,56.745,107.878,69.689,4.885,2011.02.15_21:24:00_TAI,15020.891666666666
hmi.sharp_cea_720s[377][2011.02.15_21:36:00_TAI],3257.745,56269900000000.0,31332680000000.0,2.795769e+22,997.107,8.328204e+23,1993.64563,23258,14972.38,9983.829102,0.02380752,54.899,49.199,0.24465969,0.04575899,97.792,56.64,109.093,70.215,4.852,2011.02.15_21:36:00_TAI,15020.9
hmi.sharp_cea_720s[377][2011.02.15_21:48:00_TAI],3246.076,56228990000000.0,29290030000000.0,2.795099e+22,981.434,8.312586e+23,1989.907959,23214,15049.58,9984.427734,0.02359954,54.606,49.043,0.2527943,0.04484037,98.152,56.596,110.048,70.322,4.825,2011.02.15_21:48:00_TAI,15020.908333333333
hmi.sharp_cea_720s[377][2011.02.15_22:00:00_TAI],3273.493,56261580000000.0,30159350000000.0,2.789701e+22,992.05,8.300756e+23,1983.265747,23136,15209.92,9983.020508,0.02414275,53.886,48.832,0.29462171,0.04515176,99.147,56.498,111.67,71.105,4.843,2011.02.15_22:00:00_TAI,15020.916666666666
hmi.sharp_cea_720s[377][2011.02.15_22:12:00_TAI],3290.395,56921270000000.0,31784190000000.0,2.795518e+22,1023.173,8.344344e+23,1963.915161,22910,15248.96,9980.563477,0.02483189,54.133,49.048,0.27721131,0.04632384,100.423,56.553,112.421,71.767,4.861,2011.02.15_22:12:00_TAI,15020.925
hmi.sharp_cea_720s[377][2011.02.15_22:24:00_TAI],3300.39,57648980000000.0,28535620000000.0,2.781695e+22,953.196,8.307503e+23,1966.363403,22938,15232.66,9982.607422,0.02321131,54.344,49.223,0.2563833,0.04329663,100.534,56.644,112.946,72.014,4.846,2011.02.15_22:24:00_TAI,15020.933333333332
hmi.sharp_cea_720s[377][2011.02.15_22:36:00_TAI],3287.664,57004950000000.0,30670390000000.0,2.773188e+22,1010.314,8.282493e+23,1947.880981,22722,15238.38,9978.15332,0.02468816,54.135,49.195,0.3378562,0.04596354,100.078,56.65,112.795,71.809,4.805,2011.02.15_22:36:00_TAI,15020.941666666668
hmi.sharp_cea_720s[377][2011.02.15_22:48:00_TAI],3251.178,56978720000000.0,31889120000000.0,2.757234e+22,1022.432,8.241427e+23,1944.067139,22677,15172.09,9978.292969,0.02499712,54.232,49.336,0.27804664,0.046755,99.735,56.679,111.704,71.638,4.821,2011.02.15_22:48:00_TAI,15020.95
hmi.sharp_cea_720s[377][2011.02.15_23:00:00_TAI],3226.686,55830760000000.0,34628790000000.0,2.761794e+22,1053.929,8.250923e+23,1944.369995,22680,15234.27,9978.441406,0.02584426,53.953,49.287,0.29119751,0.04810461,99.508,56.515,112.065,71.15,4.802,2011.02.15_23:00:00_TAI,15020.958333333334
hmi.sharp_cea_720s[377][2011.02.15_23:12:00_TAI],3228.606,56067910000000.0,32922790000000.0,2.754602e+22,1027.783,8.220432e+23,1945.53186,22693,15105.0,9984.257812,0.02508072,54.135,49.295,0.29614702,0.04709229,99.119,56.634,111.816,70.734,4.82,2011.02.15_23:12:00_TAI,15020.966666666667
hmi.sharp_cea_720s[377][2011.02.15_23:24:00_TAI],3240.836,56166800000000.0,33281360000000.0,2.759511e+22,1037.399,8.219185e+23,1931.247925,22526,14983.87,9989.402344,0.02511679,54.188,49.31,0.27030703,0.0476578,98.62,56.599,111.284,70.448,4.825,2011.02.15_23:24:00_TAI,15020.975
hmi.sharp_cea_720s[377][2011.02.15_23:36:00_TAI],3246.959,56741320000000.0,34007240000000.0,2.764069e+22,1020.716,8.229428e+23,1932.248901,22537,14914.44,9993.902344,0.02456775,54.436,49.434,0.27118465,0.04686401,98.822,56.6,111.014,70.721,4.801,2011.02.15_23:36:00_TAI,15020.983333333334
hmi.sharp_cea_720s[377][2011.02.15_23:48:00_TAI],3222.302,56301020000000.0,34634160000000.0,2.757377e+22,1025.595,8.157418e+23,1923.383545,22433,14768.3,9991.254883,0.02465966,54.085,49.213,0.27659392,0.0472948,99.024,56.533,110.617,70.452,4.83,2011.02.15_23:48:00_TAI,15020.991666666667
hmi.sharp_cea_720s[377][2011.02.16_00:00:00_TAI],3193.556,55741210000000.0,34147070000000.0,2.765661e+22,1018.551,8.069143e+23,1917.855347,22368,14611.99,9982.485352,0.0244956,53.73,48.864,0.27147415,0.04685633,99.109,56.238,110.979,69.847,4.857,2011.02.16_00:00:00_TAI,15021.0
hmi.sharp_cea_720s[377][2011.02.16_00:12:00_TAI],3207.275,56029150000000.0,35676730000000.0,2.779493e+22,1046.608,8.099143e+23,1924.596924,22446,14413.63,9984.22168,0.02473606,54.059,49.121,0.22563352,0.04814482,98.113,56.256,109.68,69.213,4.831,2011.02.16_00:12:00_TAI,15021.008333333333
hmi.sharp_cea_720s[377][2011.02.16_00:24:00_TAI],3221.883,56384730000000.0,33504430000000.0,2.770628e+22,1005.921,8.106727e+23,1923.529297,22433,14409.76,9970.060547,0.02374638,54.143,49.249,0.2440826,0.04639432,97.354,56.407,109.196,68.461,4.841,2011.02.16_00:24:00_TAI,15021.016666666666
hmi.sharp_cea_720s[377][2011.02.16_00:36:00_TAI],3240.814,56116140000000.0,32665550000000.0,2.78476e+22,994.266,8.057504e+23,1919.032593,22380,14274.75,9965.764648,0.02339339,54.006,49.108,0.26266438,0.04571608,97.145,56.192,108.598,67.895,4.852,2011.02.16_00:36:00_TAI,15021.025
hmi.sharp_cea_720s[377][2011.02.16_00:48:00_TAI],3254.844,56190020000000.0,29806650000000.0,2.782473e+22,985.776,8.036829e+23,1928.443237,22489,14259.92,9956.492188,0.02322972,53.914,49.184,0.29229996,0.04532697,97.35,56.221,108.645,68.275,4.816,2011.02.16_00:48:00_TAI,15021.033333333333
hmi.sharp_cea_720s[377][2011.02.16_01:00:00_TAI],3253.294,55803650000000.0,30560400000000.0,2.779527e+22,990.95,8.036366e+23,1921.710449,22410,14279.63,9954.477539,0.02338525,53.704,49.118,0.31396681,0.04574464,97.455,56.075,109.338,67.849,4.825,2011.02.16_01:00:00_TAI,15021.041666666666
hmi.sharp_cea_720s[377][2011.02.16_01:12:00_TAI],3238.016,55143530000000.0,31271800000000.0,2.773548e+22,1007.861,8.022027e+23,1910.190918,22275,14289.56,9946.28418,0.02384228,53.634,49.019,0.32039353,0.04661185,97.407,56.066,109.418,68.107,4.796,2011.02.16_01:12:00_TAI,15021.05
hmi.sharp_cea_720s[377][2011.02.16_01:24:00_TAI],3213.284,55287860000000.0,32225480000000.0,2.790375e+22,997.411,8.017701e+23,1905.445679,22219,14178.55,9941.866211,0.02342495,53.518,48.864,0.36073154,0.04603433,97.842,55.844,109.777,67.76,4.801,2011.02.16_01:24:00_TAI,15021.058333333332
hmi.sharp_cea_720s[377][2011.02.16_01:36:00_TAI],3213.895,55071940000000.0,31623380000000.0,2.774428e+22,998.521,7.988402e+23,1910.126343,22273,14231.35,9929.089844,0.0236247,53.512,48.816,0.33783546,0.04626445,97.707,55.962,109.631,67.504,4.769,2011.02.16_01:36:00_TAI,15021.066666666668
hmi.sharp_cea_720s[377][2011.02.16_01:48:00_TAI],3200.466,55604310000000.0,31444840000000.0,2.780232e+22,1021.495,8.010102e+23,1897.748291,22128,14156.8,9914.894531,0.02397594,53.428,48.766,0.3666333,0.04735031,98.282,55.907,109.849,67.761,4.787,2011.02.16_01:48:00_TAI,15021.075
hmi.sharp_cea_720s[377][2011.02.16_02:00:00_TAI],3145.221,55017490000000.0,31895560000000.0,2.776752e+22,1040.821,8.047046e+23,1893.088135,22073,14235.12,9902.755859,0.02445307,53.461,48.803,0.33938012,0.04837274,97.947,55.802,109.072,67.363,4.769,2011.02.16_02:00:00_TAI,15021.083333333334
hmi.sharp_cea_720s[377][2011.02.16_02:12:00_TAI],3169.663,55248830000000.0,32019740000000.0,2.772978e+22,1083.104,8.023212e+23,1896.832642,22116,14268.38,9901.850586,0.02558232,53.26,48.832,0.31765497,0.05023726,98.009,55.796,109.523,67.689,4.775,2011.02.16_02:12:00_TAI,15021.091666666667
hmi.sharp_cea_720s[377][2011.02.16_02:24:00_TAI],3196.524,55416610000000.0,34606690000000.0,2.769748e+22,1092.505,8.018418e+23,1894.222534,22085,14370.5,9887.867188,0.02600396,53.262,48.878,0.32540411,0.05061166,98.424,55.707,109.978,68.185,4.763,2011.02.16_02:24:00_TAI,15021.1
hmi.sharp_cea_720s[377][2011.02.16_02:36:00_TAI],3230.212,55904800000000.0,34537540000000.0,2.770131e+22,1075.528,8.024182e+23,1885.022217,21977,14395.22,9870.270508,0.0256255,53.456,48.918,0.32949755,0.04977695,98.108,55.748,110.1,68.465,4.765,2011.02.16_02:36:00_TAI,15021.108333333334
hmi.sharp_cea_720s[377][2011.02.16_02:48:00_TAI],3217.593,56135330000000.0,33931870000000.0,2.76174e+22,1100.079,8.076054e+23,1871.345581,21817,14443.2,9872.405273,0.02612829,54.142,49.257,0.2900961,0.05105832,97.299,56.08,109.795,68.356,4.772,2011.02.16_02:48:00_TAI,15021.116666666667
hmi.sharp_cea_720s[377][2011.02.16_03:00:00_TAI],3245.147,56160430000000.0,34896790000000.0,2.781499e+22,1077.186,8.019848e+23,1869.847656,21799,14333.49,9858.666992,0.02556814,53.751,48.959,0.24646211,0.04961402,97.413,55.775,109.953,68.24,4.758,2011.02.16_03:00:00_TAI,15021.125
hmi.sharp_cea_720s[377][2011.02.16_03:12:00_TAI],3224.021,55784270000000.0,34701450000000.0,2.783767e+22,1062.231,7.970322e+23,1869.736084,21797,14322.14,9843.285156,0.02535036,53.675,48.728,0.26119414,0.04871862,98.051,55.722,110.345,68.658,4.753,2011.02.16_03:12:00_TAI,15021.133333333333
hmi.sharp_cea_720s[377][2011.02.16_03:24:00_TAI],3215.718,56186990000000.0,34803890000000.0,2.777976e+22,1049.971,7.939972e+23,1869.787598,21797,14341.18,9837.894531,0.02518581,53.395,48.725,0.2680743,0.0481826,98.954,55.688,111.183,69.023,4.797,2011.02.16_03:24:00_TAI,15021.141666666666
hmi.sharp_cea_720s[377][2011.02.16_03:36:00_TAI],3117.622,55046050000000.0,33926430000000.0,2.76675e+22,1033.444,7.98452e+23,1874.291382,21849,14462.24,9826.111328,0.02486033,53.522,48.764,0.2295426,0.0476245,99.382,55.899,111.867,69.072,4.745,2011.02.16_03:36:00_TAI,15021.15
hmi.sharp_cea_720s[377][2011.02.16_03:48:00_TAI],3129.113,55471750000000.0,33053070000000.0,2.775207e+22,1010.797,7.95652e+23,1876.40686,21873,14354.89,9811.652344,0.0242194,53.278,48.63,0.26344988,0.04654929,99.761,55.851,112.337,69.299,4.763,2011.02.16_03:48:00_TAI,15021.158333333333
hmi.sharp_cea_720s[377][2011.02.16_04:00:00_TAI],3130.965,55908780000000.0,33548490000000.0,2.770239e+22,971.704,7.933225e+23,1883.138672,21951,14351.03,9802.770508,0.02334649,53.141,48.522,0.27152774,0.04473916,100.282,55.8,112.848,69.251,4.777,2011.02.16_04:00:00_TAI,15021.166666666666
hmi.sharp_cea_720s[377][2011.02.16_04:12:00_TAI],3124.393,55537210000000.0,33339810000000.0,2.771095e+22,994.384,7.925966e+23,1896.482666,22106,14496.01,9791.344727,0.02415372,52.94,48.348,0.31788665,0.04573714,101.094,55.652,113.673,69.814,4.792,2011.02.16_04:12:00_TAI,15021.175
hmi.sharp_cea_720s[377][2011.02.16_04:24:00_TAI],3086.729,55080450000000.0,32781000000000.0,2.765381e+22,1006.731,7.903422e+23,1870.282715,21800,14445.65,9782.09375,0.02443699,53.414,48.708,0.24086317,0.04626257,100.518,55.947,112.846,69.621,4.811,2011.02.16_04:24:00_TAI,15021.183333333332
hmi.sharp_cea_720s[377][2011.02.16_04:36:00_TAI],3093.484,54977160000000.0,34258520000000.0,2.765371e+22,1011.708,7.924922e+23,1895.455933,22093,14531.51,9776.1875,0.02463675,53.335,48.751,0.29156461,0.04641823,100.078,55.91,112.547,69.581,4.815,2011.02.16_04:36:00_TAI,15021.191666666668
hmi.sharp_cea_720s[377][2011.02.16_04:48:00_TAI],3106.303,55139180000000.0,36753950000000.0,2.771446e+22,1033.207,7.938273e+23,1906.307739,22219,14530.16,9763.789062,0.02511687,53.187,48.544,0.32560495,0.04735862,100.346,55.892,112.845,69.866,4.842,2011.02.16_04:48:00_TAI,15021.2
hmi.sharp_cea_720s[377][2011.02.16_05:00:00_TAI],3127.67,55053920000000.0,37458930000000.0,2.771633e+22,1031.268,7.959144e+23,1899.66272,22141,14672.86,9763.344727,0.02524957,53.054,48.5,0.29005694,0.04720316,100.472,55.89,113.434,69.971,4.832,2011.02.16_05:00:00_TAI,15021.208333333334
hmi.sharp_cea_720s[377][2011.02.16_05:12:00_TAI],3142.135,55626210000000.0,35840670000000.0,2.796069e+22,1026.648,7.919581e+23,1898.920532,22132,14432.45,9762.383789,0.02484747,52.884,48.414,0.27160743,0.04673969,100.49,55.687,113.28,69.333,4.826,2011.02.16_05:12:00_TAI,15021.216666666667
hmi.sharp_cea_720s[377][2011.02.16_05:24:00_TAI],3128.018,55455920000000.0,35110750000000.0,2.796497e+22,1027.364,7.882818e+23,1897.068359,22110,14337.0,9761.879883,0.02481555,53.158,48.407,0.22992571,0.04690117,99.794,55.682,112.694,68.975,4.802,2011.02.16_05:24:00_TAI,15021.225
hmi.sharp_cea_720s[377][2011.02.16_05:36:00_TAI],3153.218,55900130000000.0,32100930000000.0,2.798568e+22,1007.059,7.86711e+23,1895.822021,22095,14217.76,9763.461914,0.02417095,53.165,48.548,0.22885475,0.04604466,99.27,55.822,111.565,69.152,4.824,2011.02.16_05:36:00_TAI,15021.233333333334
hmi.sharp_cea_720s[377][2011.02.16_05:48:00_TAI],3113.602,55897040000000.0,33237360000000.0,2.818835e+22,995.426,7.872047e+23,1893.700195,22070,13998.23,9751.655273,0.02350864,53.225,48.515,0.20807558,0.04562522,98.726,55.527,110.902,68.271,4.828,2011.02.16_05:48:00_TAI,15021.241666666667
hmi.sharp_cea_720s[377][2011.02.16_06:00:00_TAI],3076.472,55577980000000.0,35489080000000.0,2.80983e+22,996.692,7.853817e+23,1890.382202,22031,13869.52,9757.550781,0.02337513,53.287,48.568,0.16191727,0.04604079,97.57,55.64,109.613,67.559,4.839,2011.02.16_06:00:00_TAI,15021.25
hmi.sharp_cea_720s[377][2011.02.16_06:12:00_TAI],3032.834,54878880000000.0,33104200000000.0,2.810312e+22,961.741,7.833388e+23,1897.022827,22108,13672.78,9747.855469,0.022294,53.665,48.766,0.20253415,0.0447554,96.596,55.811,108.056,66.564,4.87,2011.02.16_06:12:00_TAI,15021.258333333333
hmi.sharp_cea_720s[377][2011.02.16_06:24:00_TAI],3011.353,54776490000000.0,34019070000000.0,2.806459e+22,966.738,7.761047e+23,1891.733887,22046,13543.69,9736.774414,0.02240464,53.155,48.517,0.21294646,0.04531039,96.392,55.512,107.916,66.247,4.833,2011.02.16_06:24:00_TAI,15021.266666666666
hmi.sharp_cea_720s[377][2011.02.16_06:36:00_TAI],2997.889,55039680000000.0,34998010000000.0,2.801813e+22,972.867,7.798489e+23,1881.278687,21924,13501.08,9727.061523,0.02236938,53.52,48.768,0.24367309,0.04583972,95.231,55.722,106.602,65.545,4.855,2011.02.16_06:36:00_TAI,15021.275
hmi.sharp_cea_720s[377][2011.02.16_06:48:00_TAI],2967.277,54851580000000.0,33870200000000.0,2.792948e+22,964.196,7.79952e+23,1878.036255,21886,13430.92,9720.37793,0.02205085,53.699,48.975,0.26367652,0.04581061,94.08,55.776,105.521,65.14,4.865,2011.02.16_06:48:00_TAI,15021.283333333333
hmi.sharp_cea_720s[377][2011.02.16_07:00:00_TAI],2981.329,54760080000000.0,35524420000000.0,2.797529e+22,971.139,7.78755e+23,1879.518188,21903,13312.88,9712.946289,0.02204878,53.513,48.716,0.19135453,0.04641921,93.534,55.623,104.996,64.77,4.867,2011.02.16_07:00:00_TAI,15021.291666666666
hmi.sharp_cea_720s[377][2011.02.16_07:12:00_TAI],2952.514,54452320000000.0,36616490000000.0,2.805899e+22,972.883,7.798411e+23,1888.026733,22002,13287.71,9699.885742,0.02201542,53.426,48.738,0.28049389,0.04648265,92.959,55.557,104.833,64.392,4.89,2011.02.16_07:12:00_TAI,15021.3
hmi.sharp_cea_720s[377][2011.02.16_07:24:00_TAI],2945.321,54792260000000.0,36380660000000.0,2.805263e+22,954.216,7.795436e+23,1895.846191,22093,13296.78,9683.37793,0.02161599,53.114,48.712,0.20510238,0.04557727,93.072,55.572,104.931,64.426,4.849,2011.02.16_07:24:00_TAI,15021.308333333332
hmi.sharp_cea_720s[377][2011.02.16_07:36:00_TAI],2920.952,54966980000000.0,33319440000000.0,2.812482e+22,925.61,7.807473e+23,1902.898315,22175,13127.29,9677.107422,0.02066971,53.376,48.862,0.17590795,0.04427866,92.813,55.686,103.964,63.869,4.902,2011.02.16_07:36:00_TAI,15021.316666666668
hmi.sharp_cea_720s[377][2011.02.16_07:48:00_TAI],2945.173,55613460000000.0,34822110000000.0,2.811759e+22,937.018,7.856427e+23,1905.220581,22202,13151.16,9667.523438,0.02083142,53.671,49.078,0.23609097,0.04482354,92.805,55.714,104.077,64.184,4.881,2011.02.16_07:48:00_TAI,15021.325
hmi.sharp_cea_720s[377][2011.02.16_08:00:00_TAI],2934.775,55411790000000.0,35301180000000.0,2.811774e+22,939.0,7.834289e+23,1907.197021,22225,13174.44,9662.387695,0.02097152,53.3,48.835,0.2040112,0.04479278,93.152,55.623,104.683,64.589,4.884,2011.02.16_08:00:00_TAI,15021.333333333334
hmi.sharp_cea_720s[377][2011.02.16_08:12:00_TAI],2949.084,55699430000000.0,34013480000000.0,2.812438e+22,921.633,7.854739e+23,1900.074585,22142,13236.91,9653.120117,0.02062695,53.111,48.744,0.18744624,0.04385012,93.479,55.633,105.378,64.932,4.891,2011.02.16_08:12:00_TAI,15021.341666666667
hmi.sharp_cea_720s[377][2011.02.16_08:24:00_TAI],2981.047,56058540000000.0,35557350000000.0,2.810151e+22,948.09,7.862947e+23,1899.042114,22130,13326.2,9643.324219,0.02134087,53.393,48.855,0.21709946,0.04488655,94.112,55.663,106.276,65.391,4.86,2011.02.16_08:24:00_TAI,15021.35
hmi.sharp_cea_720s[377][2011.02.16_08:36:00_TAI],3015.307,55955040000000.0,33768400000000.0,2.80738e+22,922.657,7.799919e+23,1897.41394,22111,13363.15,9634.411133,0.02099334,53.155,48.568,0.21700707,0.04358431,94.852,55.422,107.487,65.831,4.849,2011.02.16_08:36:00_TAI,15021.358333333334
hmi.sharp_cea_720s[377][2011.02.16_08:48:00_TAI],3013.027,55583160000000.0,32633300000000.0,2.7944e+22,891.409,7.704944e+23,1889.94043,22024,13425.25,9629.308594,0.02062779,53.046,48.395,0.22297141,0.04212045,95.632,55.193,108.702,66.152,4.881,2011.02.16_08:48:00_TAI,15021.366666666667
hmi.sharp_cea_720s[377][2011.02.16_09:00:00_TAI],2955.992,54663340000000.0,33549080000000.0,2.760538e+22,868.011,7.644373e+23,1884.61731,21962,13621.04,9635.901367,0.02054074,53.096,48.419,0.23958783,0.04128851,96.084,55.267,109.022,66.978,4.934,2011.02.16_09:00:00_TAI,15021.375
hmi.sharp_cea_720s[377][2011.02.16_09:12:00_TAI],2946.402,54517410000000.0,32885220000000.0,2.746822e+22,867.17,7.627354e+23,1885.376831,21971,13747.84,9643.645508,0.02075762,52.918,48.388,0.20399314,0.04142317,96.78,55.154,109.48,66.979,4.893,2011.02.16_09:12:00_TAI,15021.383333333333
hmi.sharp_cea_720s[377][2011.02.16_09:24:00_TAI],2892.056,53054620000000.0,33425610000000.0,2.728002e+22,889.134,7.528102e+23,1877.981812,21885,13765.33,9654.46582,0.02159298,52.868,48.393,0.23767222,0.042649,97.291,55.167,109.274,67.113,4.896,2011.02.16_09:24:00_TAI,15021.391666666666
hmi.sharp_cea_720s[377][2011.02.16_09:36:00_TAI],2843.0,52594990000000.0,33513030000000.0,2.722248e+22,891.256,7.507433e+23,1875.647461,21858,13733.54,9671.880859,0.0216524,53.185,48.542,0.20842031,0.04291264,97.369,55.159,109.307,66.877,4.915,2011.02.16_09:36:00_TAI,15021.4
hmi.sharp_cea_720s[377][2011.02.16_09:48:00_TAI],2852.125,52325590000000.0,32531650000000.0,2.717505e+22,848.708,7.439627e+23,1876.657471,21870,13800.27,9670.492188,0.02090825,52.226,47.99,0.08900708,0.04080962,98.446,54.96,110.749,67.547,4.933,2011.02.16_09:48:00_TAI,15021.408333333333
hmi.sharp_cea_720s[377][2011.02.16_10:00:00_TAI],2828.538,51999080000000.0,31990210000000.0,2.704666e+22,844.757,7.412416e+23,1866.345825,21750,13726.46,9665.09668,0.02077509,52.872,48.314,0.11989493,0.04087534,97.314,55.302,109.465,67.135,4.931,2011.02.16_10:00:00_TAI,15021.416666666666
hmi.sharp_cea_720s[377][2011.02.16_10:12:00_TAI],2804.664,51886080000000.0,32250030000000.0,2.710976e+22,854.994,7.385191e+23,1869.50415,21787,13613.11,9666.298828,0.02093008,52.482,48.207,0.10473154,0.04133997,96.399,55.197,108.972,66.654,4.939,2011.02.16_10:12:00_TAI,15021.425
hmi.sharp_cea_720s[377][2011.02.16_10:24:00_TAI],2780.567,51743460000000.0,30825840000000.0,2.712138e+22,861.985,7.333352e+23,1869.899658,21792,13468.09,9671.53125,0.02102401,52.417,48.225,0.18162358,0.04169308,96.395,55.2,108.272,66.534,4.937,2011.02.16_10:24:00_TAI,15021.433333333332
hmi.sharp_cea_720s[377][2011.02.16_10:36:00_TAI],2802.79,52367870000000.0,31822710000000.0,2.724437e+22,864.58,7.339897e+23,1862.921387,21711,13304.24,9663.749023,0.02081319,52.52,48.148,0.22261387,0.04185482,96.708,55.234,108.171,66.591,4.905,2011.02.16_10:36:00_TAI,15021.441666666668
hmi.sharp_cea_720s[377][2011.02.16_10:48:00_TAI],2816.242,52361520000000.0,30682490000000.0,2.723768e+22,857.369,7.347817e+23,1853.63208,21603,13259.55,9657.197266,0.02054808,52.647,48.249,0.15617466,0.04156424,96.386,55.356,107.564,66.244,4.922,2011.02.16_10:48:00_TAI,15021.45
hmi.sharp_cea_720s[377][2011.02.16_11:00:00_TAI],2774.435,52259670000000.0,28346930000000.0,2.719539e+22,814.96,7.336908e+23,1855.574097,21626,13103.26,9646.56543,0.01932925,52.784,48.481,0.24968252,0.03970354,96.049,55.599,106.727,66.151,4.918,2011.02.16_11:00:00_TAI,15021.458333333334
hmi.sharp_cea_720s[377][2011.02.16_11:12:00_TAI],2796.505,52612780000000.0,29043050000000.0,2.73012e+22,825.164,7.303881e+23,1854.518677,21614,12946.63,9643.342773,0.01942522,52.651,48.44,0.21294141,0.04023825,96.213,55.352,106.829,65.922,4.91,2011.02.16_11:12:00_TAI,15021.466666666667
hmi.sharp_cea_720s[377][2011.02.16_11:24:00_TAI],2739.523,51723210000000.0,27492600000000.0,2.716622e+22,834.822,7.258859e+23,1853.375977,21601,12861.07,9638.482422,0.01964334,52.5,48.463,0.18887816,0.04106329,95.069,55.297,105.107,65.177,4.902,2011.02.16_11:24:00_TAI,15021.475
hmi.sharp_cea_720s[377][2011.02.16_11:36:00_TAI],2707.035,51941620000000.0,27150180000000.0,2.720751e+22,820.888,7.277341e+23,1846.132935,21517,12842.45,9631.945312,0.01923851,52.249,48.382,0.23968528,0.04055462,94.682,55.248,104.914,65.302,4.875,2011.02.16_11:36:00_TAI,15021.483333333334
hmi.sharp_cea_720s[377][2011.02.16_11:48:00_TAI],2740.601,52866360000000.0,29334890000000.0,2.720081e+22,850.043,7.246108e+23,1846.524658,21522,12673.57,9618.367188,0.01974685,52.532,48.513,0.20474364,0.04210639,94.172,55.35,103.871,64.974,4.87,2011.02.16_11:48:00_TAI,15021.491666666667
